0.658791	0.731438	0.677103	0.226581	0.203736	0.212506	-0.139515	-0.149548	-0.155900	0.000880	207.931456	0.132740	0.110355	0.013330	157480.386564	0.000833	751.111456	52.476821	42.393540	19.885408	7.910984	4.614045	-21.371538	-29.776343	-49.817452	-69.426921	0.003854	4368.474419	4.454338	9.019876	-8.038610	-11587396.859509	-56.605246	3093.046875	2331398650.859375	48284.559135	-368.755069	0.274081	45052.123922	24627.808839	15149.529746	7776.809046	3613.614145	2083.615559	270.619061	0.879683	
0.665051	0.734910	0.682399	0.226380	0.202660	0.212482	-0.148790	-0.154346	-0.158836	0.000875	204.921347	0.128501	0.103759	0.011577	145395.651881	0.003087	859.571482	54.300091	48.523768	21.244256	14.476630	1.339183	-16.510330	-31.661552	-45.520951	-113.762577	0.003811	1979.613856	4.020848	3.363228	0.595357	-7861785.614350	12.353487	3093.015625	2211087024.984375	47022.197152	-350.561772	0.268424	45315.290929	23517.399469	13267.432245	5756.661190	2406.279349	1328.608109	309.501179	0.172470	
0.672321	0.739137	0.688643	0.223997	0.200105	0.209367	-0.151220	-0.154036	-0.157148	0.000872	203.298980	0.117020	0.092520	0.009443	129814.657122	0.001872	856.010652	56.991225	36.114722	17.659352	7.574532	-9.452037	-11.567473	-19.040260	-55.826581	-73.464132	0.003204	1642.093987	2.434202	1.742728	2.974721	6893571.320827	-2.008702	3092.953125	2122668708.859375	46072.428945	-364.784086	0.264191	45373.401930	22305.634983	12031.878030	5272.999181	2154.670982	1173.096347	198.392923	1.074377	
0.650192	0.716608	0.665789	0.232406	0.208203	0.217124	-0.150340	-0.153709	-0.158088	0.000894	203.762593	0.140201	0.115806	0.014399	162215.009154	0.003229	870.444090	42.789870	24.837920	11.947883	2.609871	-15.488180	-24.395275	-26.976949	-44.271522	-78.497709	0.003442	1561.419623	3.293294	0.968079	0.541554	3355264.720143	-1.641523	3092.937500	1793710509.750000	42352.219656	-385.484041	0.247795	41024.075090	22380.323759	13100.109610	6287.703965	2884.781145	1584.430956	342.031033	14.544442	
0.659400	0.724418	0.674178	0.230138	0.205695	0.214281	-0.156380	-0.157646	-0.159894	0.000885	205.435751	0.131533	0.107171	0.012385	150114.776242	0.002920	857.941567	55.357047	34.262560	10.807695	8.545440	-3.128887	-16.896692	-46.165086	-51.779946	-75.943699	0.003593	2170.806029	3.806698	0.754752	-0.553080	900290.867317	-1.153591	3093.031250	1921073525.937500	43830.052771	-384.755660	0.254263	42472.600134	22366.999661	13487.961828	6156.100122	2727.154435	1292.862630	463.796011	18.525178	
0.634067	0.698205	0.647592	0.236198	0.213565	0.221523	-0.150465	-0.156218	-0.158452	0.000916	208.547316	0.148376	0.123029	0.016308	173785.972654	0.003219	887.249256	59.177490	38.773791	16.555060	14.245870	-2.658299	-23.568557	-28.480790	-44.007944	-75.285876	0.002714	1157.736069	3.304365	1.578894	3.551096	5349995.513500	0.629134	3093.093750	1407598977.437500	37517.982054	-403.740793	0.227035	37543.244381	20550.091628	11836.169581	6043.616022	2960.094410	1508.961056	659.021358	80.801563	
0.646369	0.710747	0.659653	0.231758	0.208639	0.216015	-0.153349	-0.157903	-0.160264	0.000899	200.856342	0.135999	0.112447	0.013253	154761.066332	0.004210	852.669292	56.442603	32.665566	29.160138	4.738221	2.878843	-20.511052	-23.522200	-57.081868	-77.439543	0.003540	3013.473310	4.760064	4.639003	-20.392878	7316564.149901	-7.703368	3093.125000	1747841015.000000	41807.188557	-379.318711	0.245410	39692.860384	22862.922483	13973.736448	7209.066165	3358.142432	1785.105270	466.827242	45.339576	
0.626321	0.693329	0.636818	0.235913	0.213739	0.221452	-0.139816	-0.153436	-0.158091	0.000920	201.626716	0.163290	0.133530	0.019481	185567.834657	0.003043	859.678761	74.429713	38.236552	36.835997	10.150350	-8.521628	-11.081903	-13.415837	-32.182321	-60.129683	0.003577	2686.969107	6.843448	3.963665	-11.964379	15579714.446623	16.822804	3093.093750	1531256631.437500	39131.274340	-394.710379	0.233881	36816.251358	22810.260652	13809.393987	7413.788130	3975.334181	2364.528086	832.934971	251.508635	
0.635969	0.702182	0.645635	0.230509	0.206855	0.214394	-0.127317	-0.140417	-0.146317	0.000914	214.756179	0.156703	0.130670	0.017880	185644.157990	0.005471	855.454254	72.182770	41.760092	18.931877	14.359823	0.102699	-12.274840	-21.714075	-63.230104	-73.572496	0.003659	3541.511170	2.938824	7.225342	-27.751618	23933095.402419	-18.395134	3093.031250	1685978885.937500	41060.673228	-376.890582	0.242178	37764.481267	24252.915302	14523.708722	7430.627945	3626.133604	2065.845059	570.090541	54.197561	
0.630987	0.695973	0.638129	0.235510	0.212450	0.219372	-0.115308	-0.135113	-0.141106	0.000920	216.761597	0.187505	0.153992	0.026097	223086.865064	0.001911	739.314926	71.163746	36.835450	29.374649	11.672568	1.347601	-11.629672	-22.454395	-38.700648	-44.924227	0.003747	1550.800358	6.931287	9.309102	-38.021268	-12145005.351611	-64.389422	3092.984375	1827702972.984375	42751.642927	-379.509130	0.249536	37661.211582	25751.975998	15548.127996	9234.845778	4543.001027	3249.368144	452.017623	54.451851	
